matchNumber,teamNumber,startPosition,autoFuel,autoFuel_timestamps,autoFeed,autoAccuracy,autoClimbLevel,autoClimbPos,crossBumpAuto,crossTrenchAuto,autoOofTime,teleFuel,teleFuel_timestamps,teleFeed,teleAccuracy,crossBumpTele,crossTrenchTele,teleOofTime,attackingTime,defendedTime,scoringLocations,feedingLocations,teleClimb,climbTime,drivetrainSpeed,driverSkill,freeClimbPenalty,matchNotes,contributedPoints
48,33,Left,2,"[4.6, 4.7]",0,85,,,FALSE,FALSE,0,17,"[18.7, 20.5, 33.4, 33.8, 43.4, 44.2, 50.1, 52.0, 55.6, 58.9, 65.4, 89.4, 100.7, 102.3, 103.2, 114.2, 114.9]",0,72,TRUE,FALSE,2,0,4,Hub,Trench,Level 2,12,Fast,Good,FALSE,Got defended heavily,35
48,971,Left,3,"[1.6, 2.5, 2.9]",0,78,,,TRUE,TRUE,0,14,"[20.4, 39.8, 41.9, 66.0, 78.8, 86.5, 88.3, 90.6, 91.0, 91.4, 95.7, 98.0, 111.7, 115.3]",0,84,TRUE,FALSE,2,13,8,Hub,Mid,Level 2,10,Medium,Excellent,FALSE,Great defense evasion,41
48,971,Left,2,"[1.9, 3.0]",0,85,,,FALSE,TRUE,0,10,"[29.2, 34.5, 46.9, 57.4, 69.5, 84.3, 110.7, 114.2, 117.4, 119.3]",0,72,TRUE,TRUE,3,11,13,Hub,Mid,Level 2,8,Fast,Excellent,FALSE,Great shooting,37
49,4414,Mid,4,"[1.4, 1.4, 2.1, 4.7]",0,97,,,TRUE,TRUE,0,16,"[14.5, 16.1, 25.2, 25.7, 27.7, 38.4, 58.8, 65.2, 70.9, 77.4, 83.6, 85.6, 94.3, 99.7, 100.6, 113.5]",0,70,FALSE,FALSE,10,6,28,Hub,Mid,Level 2,12,Medium,Good,FALSE,Great defense evasion,47
49,971,Mid,4,"[1.1, 1.9, 2.4, 2.5]",0,83,,,FALSE,TRUE,0,18,"[22.0, 27.0, 35.0, 45.1, 49.3, 54.3, 59.9, 62.4, 75.3, 78.8, 86.5, 88.4, 89.3, 90.7, 107.8, 108.1, 114.1, 114.7]",0,77,TRUE,TRUE,2,5,16,Hub,Trench,Level 3,5,Medium,Excellent,FALSE,Slow aim but accurate,35
49,3476,Right,3,"[1.4, 2.6, 3.7]",0,76,,,TRUE,FALSE,0,14,"[11.1, 13.6, 22.2, 46.4, 51.9, 65.8, 73.6, 80.4, 92.9, 94.7, 104.7, 106.4, 115.4, 118.9]",0,80,FALSE,FALSE,10,5,11,Hub,Trench,Level 2,10,Fast,Excellent,FALSE,Great shooting,25
49,1690,Right,4,"[2.6, 2.8, 4.1, 4.7]",0,88,,,FALSE,TRUE,0,15,"[12.4, 30.7, 31.1, 32.3, 34.9, 42.3, 47.9, 50.4, 53.6, 54.5, 76.5, 79.8, 90.7, 116.4, 119.2]",0,79,FALSE,TRUE,2,5,13,Hub,Mid,Level 2,12,Fast,Good,FALSE,Missed a few shots,44
49,2056,Mid,5,"[1.1, 1.1, 1.4, 1.4, 4.1]",0,89,,,FALSE,FALSE,0,11,"[13.9, 16.5, 18.0, 19.7, 24.5, 45.7, 60.1, 71.9, 76.0, 102.0, 112.2]",0,76,FALSE,FALSE,1,1,7,Hub,Mid,Level 3,10,Medium,Excellent,FALSE,Strong defense,44
49,441,Left,2,"[2.1, 4.4]",0,79,,,TRUE,TRUE,0,15,"[15.0, 15.9, 21.4, 23.4, 27.4, 33.4, 37.9, 43.1, 45.4, 66.8, 69.7, 71.1, 77.3, 80.0, 97.7]",0,70,FALSE,FALSE,7,9,15,Hub,Trench,None,0,Fast,Excellent,FALSE,Fast climb,40
50,1619,Left,2,"[1.7, 3.3]",0,79,,,FALSE,TRUE,0,16,"[15.4, 19.5, 20.9, 28.5, 31.7, 44.4, 56.4, 67.8, 69.4, 72.1, 76.1, 88.7, 91.3, 95.4, 99.0, 99.6]",0,81,FALSE,FALSE,7,2,27,Hub,Mid,Level 3,10,Medium,Good,FALSE,Fast climb,34
50,604,Mid,6,"[1.4, 1.4, 1.5, 3.7, 3.9, 4.8]",0,96,,,TRUE,FALSE,0,18,"[16.8, 22.6, 25.8, 29.7, 48.5, 51.9, 53.2, 58.8, 62.7, 67.6, 75.7, 82.5, 82.8, 102.4, 105.4, 109.4, 112.3, 116.2]",0,73,FALSE,FALSE,2,12,1,Hub,Trench,Level 3,4,Fast,Excellent,FALSE,Fast climb,26
50,1114,Right,6,"[1.4, 3.0, 3.0, 3.8, 3.9, 4.2]",0,92,,,TRUE,TRUE,0,8,"[20.1, 63.6, 74.2, 76.6, 79.0, 83.9, 98.8, 105.7]",0,80,FALSE,TRUE,6,14,17,Hub,Mid,None,0,Fast,Good,FALSE,Great shooting,44
50,441,Left,3,"[1.2, 1.9, 4.7]",0,91,,,FALSE,FALSE,0,8,"[19.5, 30.9, 43.8, 61.1, 71.1, 77.4, 89.3, 107.2]",0,73,TRUE,FALSE,0,1,9,Hub,Mid,Level 3,10,Fast,Excellent,FALSE,Great defense evasion,35
50,118,Mid,6,"[2.0, 2.0, 2.1, 2.5, 4.5, 4.9]",0,79,,,FALSE,TRUE,0,9,"[24.8, 37.7, 38.7, 44.4, 44.4, 70.7, 80.3, 86.4, 87.4]",0,77,FALSE,TRUE,5,2,3,Hub,Trench,None,0,Fast,Good,FALSE,Excellent pathing,39
50,1323,Mid,2,"[3.3, 3.8]",0,83,,,TRUE,TRUE,0,8,"[21.5, 21.9, 22.4, 84.4, 85.5, 88.4, 99.1, 113.8]",0,71,TRUE,TRUE,7,3,9,Hub,Mid,None,0,Fast,Excellent,FALSE,Got defended heavily,40
51,1114,Mid,3,"[1.3, 1.7, 3.9]",0,80,,,TRUE,TRUE,0,8,"[17.7, 21.2, 96.3, 100.0, 105.8, 110.7, 113.3, 117.4]",0,77,TRUE,FALSE,8,7,15,Hub,Trench,None,0,Medium,Excellent,FALSE,Fast climb,25
51,1690,Mid,3,"[1.7, 3.5, 4.1]",0,81,,,FALSE,FALSE,0,10,"[24.6, 29.8, 36.0, 46.1, 48.0, 49.1, 54.0, 57.3, 71.0, 103.3]",0,76,TRUE,TRUE,1,6,23,Hub,Mid,Level 3,6,Medium,Excellent,FALSE,Very consistent,36
51,971,Left,2,"[2.0, 3.2]",0,77,,,TRUE,TRUE,0,12,"[13.3, 15.0, 48.6, 56.2, 57.4, 61.6, 67.3, 80.7, 86.2, 98.7, 113.9, 114.6]",0,75,FALSE,TRUE,2,8,27,Hub,Trench,Level 3,10,Medium,Good,FALSE,Excellent pathing,40
51,4414,Right,5,"[1.2, 1.7, 3.0, 3.6, 4.5]",0,82,,,TRUE,TRUE,0,14,"[18.9, 22.3, 40.3, 49.4, 50.0, 52.5, 68.8, 72.0, 76.2, 78.9, 80.3, 88.0, 95.9, 113.6]",0,80,TRUE,TRUE,2,9,26,Hub,Mid,Level 3,9,Fast,Good,FALSE,Very consistent,50
51,33,Left,5,"[1.7, 2.3, 2.8, 4.0, 4.5]",0,87,,,TRUE,TRUE,0,9,"[39.5, 50.3, 53.2, 60.2, 96.9, 98.5, 99.8, 108.7, 113.7]",0,95,FALSE,FALSE,4,10,25,Hub,Mid,None,0,Medium,Good,FALSE,Smooth cycles,31
51,604,Right,6,"[1.1, 1.2, 1.6, 1.9, 3.1, 4.3]",0,79,,,FALSE,TRUE,0,16,"[18.0, 19.1, 22.5, 32.9, 36.2, 39.4, 56.4, 56.6, 70.3, 85.7, 93.2, 97.7, 106.1, 117.2, 118.5, 119.9]",0,73,TRUE,FALSE,10,5,20,Hub,Trench,Level 2,5,Medium,Excellent,FALSE,Great defense evasion,27
52,2056,Right,6,"[1.1, 1.9, 2.0, 2.0, 3.4, 3.4]",0,80,,,TRUE,TRUE,0,9,"[37.8, 45.1, 54.3, 62.4, 64.9, 88.6, 90.2, 112.2, 119.4]",0,75,TRUE,FALSE,5,11,9,Hub,Mid,Level 3,5,Fast,Good,FALSE,Smooth cycles,48
52,254,Left,3,"[1.8, 2.4, 4.1]",0,92,,,FALSE,TRUE,0,14,"[12.2, 21.3, 25.9, 35.9, 42.6, 42.7, 49.7, 60.1, 83.7, 89.8, 97.8, 109.6, 114.0, 114.9]",0,77,FALSE,TRUE,2,12,8,Hub,Mid,Level 2,11,Medium,Excellent,FALSE,Smooth cycles,25
52,604,Mid,6,"[1.5, 1.6, 3.0, 4.5, 4.6, 4.9]",0,99,,,FALSE,FALSE,0,8,"[31.1, 33.6, 35.9, 51.1, 51.4, 63.0, 89.4, 98.8]",0,85,TRUE,FALSE,0,0,0,Hub,Trench,None,0,Fast,Excellent,FALSE,Very consistent,41
52,604,Mid,5,"[1.3, 1.7, 2.4, 4.2, 4.8]",0,75,,,FALSE,TRUE,0,12,"[18.8, 19.6, 22.6, 26.7, 31.0, 75.9, 86.5, 92.4, 93.1, 96.4, 99.9, 103.9]",0,86,FALSE,FALSE,8,8,3,Hub,Trench,Level 2,4,Fast,Excellent,FALSE,Strong defense,41
52,118,Left,4,"[1.1, 1.9, 3.2, 4.3]",0,91,,,FALSE,TRUE,0,14,"[28.9, 32.0, 46.7, 48.5, 55.3, 58.0, 67.9, 77.5, 83.2, 84.3, 87.7, 87.7, 109.3, 119.5]",0,73,FALSE,TRUE,2,0,18,Hub,Mid,Level 3,12,Fast,Excellent,FALSE,Excellent pathing,29
52,1619,Mid,3,"[1.6, 2.5, 2.6]",0,97,,,FALSE,TRUE,0,14,"[12.2, 17.7, 19.5, 43.1, 55.5, 58.1, 59.4, 65.4, 74.8, 88.5, 91.0, 95.6, 98.5, 110.6]",0,87,FALSE,FALSE,6,17,6,Hub,Trench,Level 3,11,Fast,Good,FALSE,Fast climb,27
53,604,Mid,3,"[1.3, 4.3, 5.0]",0,94,,,TRUE,FALSE,0,9,"[26.2, 34.8, 59.5, 86.6, 93.9, 99.0, 104.7, 108.2, 118.0]",0,83,FALSE,TRUE,0,14,3,Hub,Trench,Level 2,6,Medium,Good,FALSE,Strong defense,49
53,1690,Mid,4,"[1.2, 4.0, 4.5, 4.8]",0,90,,,TRUE,TRUE,0,10,"[19.5, 20.6, 28.1, 37.6, 37.7, 47.7, 64.5, 90.6, 100.9, 104.9]",0,90,FALSE,TRUE,9,2,21,Hub,Mid,Level 3,9,Medium,Excellent,FALSE,Fast climb,44
53,971,Mid,3,"[2.9, 4.4, 4.6]",0,96,,,FALSE,FALSE,0,11,"[11.9, 18.7, 20.8, 28.4, 69.3, 71.0, 73.4, 75.6, 83.6, 93.8, 119.7]",0,77,FALSE,TRUE,5,7,24,Hub,Mid,Level 3,12,Fast,Good,FALSE,Great shooting,50
53,1619,Mid,6,"[1.2, 1.2, 1.3, 2.7, 2.9, 4.0]",0,98,,,TRUE,TRUE,0,13,"[13.5, 14.6, 14.7, 31.1, 49.1, 69.2, 74.2, 75.7, 81.9, 90.1, 94.0, 95.7, 118.0]",0,77,TRUE,TRUE,9,15,12,Hub,Mid,Level 2,5,Fast,Excellent,FALSE,Fast climb,26
53,33,Right,5,"[2.1, 3.2, 3.6, 3.6, 3.6]",0,93,,,TRUE,TRUE,0,18,"[11.7, 12.7, 18.7, 23.2, 32.1, 35.9, 47.2, 63.9, 67.9, 74.4, 78.9, 92.2, 95.5, 97.1, 101.1, 106.7, 112.1, 113.0]",0,81,FALSE,FALSE,6,9,5,Hub,Mid,Level 2,10,Fast,Excellent,FALSE,Smooth cycles,49
53,254,Mid,4,"[2.3, 2.4, 3.0, 3.3]",0,99,,,TRUE,TRUE,0,10,"[35.0, 43.6, 44.4, 70.5, 71.0, 72.2, 79.5, 89.5, 89.8, 90.0]",0,72,FALSE,TRUE,2,17,5,Hub,Mid,None,0,Medium,Good,FALSE,Great shooting,38
54,1619,Right,6,"[1.7, 1.7, 2.7, 3.1, 3.7, 4.8]",0,77,,,TRUE,FALSE,0,17,"[11.6, 25.3, 29.7, 50.1, 53.3, 54.5, 59.4, 61.2, 90.6, 93.7, 95.0, 97.3, 102.7, 106.0, 116.2, 118.2, 119.8]",0,82,FALSE,FALSE,10,9,6,Hub,Mid,Level 2,7,Medium,Excellent,FALSE,Got defended heavily,25
54,33,Left,6,"[1.4, 1.7, 2.2, 2.5, 3.8, 4.7]",0,100,,,FALSE,FALSE,0,15,"[10.8, 23.4, 24.9, 38.9, 39.0, 41.2, 46.0, 75.3, 80.6, 85.1, 92.7, 93.7, 93.9, 109.3, 112.5]",0,88,TRUE,FALSE,10,19,29,Hub,Trench,Level 3,11,Medium,Good,FALSE,Excellent pathing,43
54,1114,Left,2,"[4.5, 4.9]",0,94,,,TRUE,FALSE,0,14,"[17.5, 27.6, 33.0, 61.3, 61.8, 65.3, 67.5, 77.3, 85.9, 94.1, 97.8, 102.0, 103.4, 108.3]",0,76,TRUE,FALSE,0,3,0,Hub,Mid,None,0,Fast,Excellent,FALSE,Great defense evasion,47
54,604,Left,3,"[1.5, 3.0, 3.9]",0,98,,,TRUE,FALSE,0,12,"[13.8, 23.4, 26.7, 27.0, 27.5, 29.8, 34.2, 46.2, 52.1, 83.6, 92.3, 107.4]",0,80,TRUE,FALSE,9,0,15,Hub,Mid,Level 3,5,Medium,Good,FALSE,Smooth cycles,40
54,971,Left,4,"[1.1, 1.2, 1.6, 2.7]",0,94,,,TRUE,TRUE,0,16,"[23.0, 23.7, 25.2, 69.9, 71.7, 77.4, 87.0, 90.6, 92.3, 96.3, 96.5, 97.6, 99.9, 104.2, 110.8, 119.1]",0,70,FALSE,FALSE,6,17,12,Hub,Trench,None,0,Fast,Good,FALSE,Excellent pathing,32
54,118,Mid,6,"[1.3, 1.4, 2.5, 2.7, 3.2, 4.0]",0,95,,,TRUE,FALSE,0,12,"[14.5, 31.2, 32.5, 35.6, 49.0, 56.5, 84.2, 90.1, 91.3, 94.5, 110.4, 113.2]",0,77,TRUE,FALSE,6,10,20,Hub,Mid,Level 2,7,Fast,Good,FALSE,Fast climb,34
55,2056,Right,6,"[1.0, 2.0, 2.5, 2.7, 2.8, 2.9]",0,100,,,FALSE,FALSE,0,15,"[10.3, 20.3, 23.9, 25.2, 27.1, 33.7, 51.5, 52.2, 61.0, 68.6, 74.1, 74.2, 80.7, 96.4, 109.2]",0,72,FALSE,TRUE,4,12,5,Hub,Trench,None,0,Fast,Excellent,FALSE,Smooth cycles,47
55,1678,Right,3,"[1.1, 2.1, 3.1]",0,100,,,FALSE,FALSE,0,10,"[28.0, 36.6, 38.8, 45.0, 70.9, 71.7, 78.8, 98.9, 111.0, 115.4]",0,81,TRUE,FALSE,2,5,22,Hub,Trench,None,0,Medium,Good,FALSE,Slow aim but accurate,26
55,1690,Mid,4,"[1.1, 2.5, 2.8, 3.1]",0,92,,,TRUE,FALSE,0,11,"[19.9, 20.0, 29.1, 32.7, 48.2, 58.4, 58.4, 59.1, 64.4, 65.0, 84.6]",0,77,FALSE,TRUE,10,17,13,Hub,Mid,Level 3,8,Fast,Excellent,FALSE,Strong defense,34
55,441,Left,6,"[1.8, 1.8, 2.4, 2.5, 2.8, 3.9]",0,92,,,TRUE,TRUE,0,15,"[10.9, 18.0, 23.9, 25.7, 27.1, 40.1, 45.2, 45.7, 53.2, 59.1, 61.6, 70.0, 88.8, 90.8, 111.0]",0,93,FALSE,TRUE,0,6,28,Hub,Trench,None,0,Fast,Excellent,FALSE,Smooth cycles,47
55,148,Mid,6,"[2.7, 3.0, 3.2, 4.3, 4.6, 4.9]",0,81,,,TRUE,FALSE,0,16,"[12.8, 20.8, 22.5, 36.5, 52.9, 56.5, 67.2, 69.8, 72.6, 83.1, 86.9, 91.5, 95.3, 95.8, 102.9, 113.2]",0,95,TRUE,TRUE,9,6,14,Hub,Mid,None,0,Medium,Good,FALSE,Slow aim but accurate,38
55,4414,Mid,5,"[1.1, 1.1, 1.7, 1.8, 2.5]",0,84,,,TRUE,TRUE,0,16,"[15.1, 28.8, 36.8, 50.9, 64.4, 71.5, 74.0, 88.6, 96.3, 101.4, 106.2, 109.6, 112.6, 115.1, 115.8, 116.5]",0,90,FALSE,FALSE,9,13,28,Hub,Trench,None,0,Fast,Excellent,FALSE,Fast climb,39
56,33,Mid,6,"[1.8, 2.5, 3.1, 3.5, 4.2, 4.8]",0,81,,,FALSE,FALSE,0,10,"[20.5, 32.9, 33.0, 44.5, 45.3, 46.7, 65.7, 71.4, 76.7, 118.9]",0,82,FALSE,TRUE,5,11,22,Hub,Mid,Level 2,4,Fast,Good,FALSE,Great defense evasion,40
56,33,Mid,5,"[1.2, 2.1, 2.7, 4.3, 4.8]",0,82,,,TRUE,FALSE,0,10,"[12.6, 16.7, 27.3, 35.7, 58.5, 94.5, 99.4, 100.5, 104.0, 112.3]",0,90,TRUE,FALSE,2,13,23,Hub,Mid,None,0,Medium,Good,FALSE,Fast climb,29
56,441,Left,3,"[2.5, 3.5, 4.5]",0,94,,,FALSE,FALSE,0,12,"[20.5, 43.4, 44.6, 45.2, 49.4, 50.3, 54.3, 59.4, 63.2, 76.8, 100.8, 118.5]",0,78,FALSE,FALSE,1,7,21,Hub,Mid,Level 2,8,Medium,Good,FALSE,Strong defense,43
56,1323,Mid,6,"[1.8, 1.9, 2.1, 2.7, 3.1, 3.3]",0,97,,,TRUE,FALSE,0,13,"[14.1, 15.2, 25.4, 34.3, 77.2, 80.6, 100.8, 108.0, 108.7, 109.7, 111.9, 112.2, 117.0]",0,83,TRUE,TRUE,9,9,1,Hub,Trench,Level 2,6,Fast,Excellent,FALSE,Great shooting,45
56,441,Mid,5,"[1.9, 2.6, 2.6, 3.7, 3.8]",0,85,,,TRUE,FALSE,0,14,"[44.0, 54.3, 54.9, 67.8, 68.3, 75.4, 86.1, 88.1, 91.2, 92.4, 92.4, 93.9, 105.7, 115.1]",0,94,TRUE,FALSE,9,15,0,Hub,Trench,None,0,Medium,Good,FALSE,Slow aim but accurate,47
56,3476,Right,4,"[1.5, 2.0, 3.3, 4.4]",0,97,,,FALSE,FALSE,0,16,"[12.1, 15.8, 28.3, 43.9, 43.9, 46.1, 48.1, 51.6, 62.4, 64.9, 67.6, 89.2, 90.9, 94.3, 99.7, 114.8]",0,75,TRUE,TRUE,10,4,2,Hub,Mid,Level 3,9,Medium,Good,FALSE,Great defense evasion,35
57,1114,Right,2,"[2.0, 4.9]",0,98,,,TRUE,FALSE,0,12,"[18.4, 24.0, 35.6, 51.3, 59.3, 60.3, 65.7, 84.6, 88.0, 92.1, 100.8, 119.5]",0,87,TRUE,TRUE,10,16,7,Hub,Mid,Level 2,11,Fast,Excellent,FALSE,Slow aim but accurate,40
57,1114,Mid,5,"[1.2, 1.3, 2.5, 4.1, 4.9]",0,79,,,TRUE,TRUE,0,14,"[16.9, 19.9, 35.1, 35.5, 55.9, 56.4, 68.6, 75.9, 78.1, 80.7, 86.2, 98.1, 114.1, 114.8]",0,84,FALSE,TRUE,9,20,15,Hub,Trench,None,0,Fast,Excellent,FALSE,Fast climb,31
57,118,Right,4,"[4.2, 4.9, 4.9, 5.0]",0,88,,,TRUE,TRUE,0,14,"[18.7, 25.9, 29.7, 44.9, 47.6, 53.1, 54.1, 73.8, 75.1, 83.0, 87.9, 103.7, 108.2, 119.4]",0,94,FALSE,TRUE,8,13,21,Hub,Mid,None,0,Fast,Excellent,FALSE,Great defense evasion,43
57,604,Mid,5,"[1.9, 2.1, 2.9, 3.4, 3.9]",0,88,,,FALSE,FALSE,0,14,"[23.1, 26.6, 50.0, 52.8, 57.6, 65.4, 69.0, 70.2, 72.6, 73.1, 78.4, 84.1, 87.3, 107.1]",0,93,FALSE,TRUE,1,15,8,Hub,Trench,None,0,Medium,Excellent,FALSE,Smooth cycles,35
57,33,Left,5,"[1.8, 1.8, 3.4, 4.2, 4.8]",0,84,,,FALSE,TRUE,0,9,"[22.2, 24.6, 35.3, 41.1, 45.6, 75.8, 90.3, 102.6, 110.9]",0,87,FALSE,FALSE,0,15,19,Hub,Mid,Level 2,7,Fast,Good,FALSE,Great defense evasion,31
57,1678,Left,4,"[1.1, 1.4, 2.7, 3.6]",0,97,,,TRUE,TRUE,0,10,"[30.3, 35.9, 44.2, 57.6, 70.6, 74.9, 81.2, 82.2, 86.0, 110.0]",0,93,FALSE,TRUE,6,6,24,Hub,Trench,None,0,Medium,Good,FALSE,Great shooting,40
58,441,Mid,2,"[2.0, 2.1]",0,85,,,TRUE,FALSE,0,17,"[12.0, 15.8, 19.7, 30.4, 48.7, 48.9, 57.5, 63.8, 64.9, 77.0, 85.0, 86.3, 100.6, 101.0, 101.5, 103.7, 104.8]",0,87,TRUE,TRUE,0,15,20,Hub,Mid,Level 2,10,Fast,Good,FALSE,Fast climb,29
58,971,Mid,5,"[1.1, 2.4, 2.8, 4.6, 5.0]",0,75,,,TRUE,FALSE,0,13,"[13.4, 27.5, 45.1, 46.4, 53.7, 55.2, 58.1, 64.1, 84.7, 88.3, 93.4, 104.7, 107.9]",0,79,TRUE,FALSE,9,0,16,Hub,Mid,Level 3,9,Medium,Good,FALSE,Excellent pathing,47
58,971,Right,6,"[2.4, 3.1, 3.2, 3.3, 3.6, 4.2]",0,88,,,FALSE,FALSE,0,11,"[20.5, 21.4, 22.0, 30.5, 45.2, 46.1, 58.9, 84.7, 96.9, 103.6, 119.1]",0,87,TRUE,TRUE,4,15,3,Hub,Trench,None,0,Fast,Good,FALSE,Smooth cycles,34
58,1678,Right,5,"[2.0, 2.1, 3.8, 3.9, 4.7]",0,88,,,TRUE,TRUE,0,8,"[16.5, 26.9, 43.1, 75.4, 78.3, 79.6, 101.8, 116.5]",0,83,TRUE,TRUE,0,17,28,Hub,Trench,Level 3,10,Medium,Excellent,FALSE,Great shooting,27
58,3476,Right,3,"[1.1, 1.2, 3.5]",0,90,,,TRUE,TRUE,0,17,"[21.1, 26.0, 27.7, 34.5, 45.7, 47.1, 48.0, 52.4, 56.8, 58.9, 63.6, 64.0, 69.7, 72.5, 81.9, 94.9, 107.2]",0,95,FALSE,TRUE,0,17,7,Hub,Trench,Level 3,11,Medium,Good,FALSE,Strong defense,49
58,148,Right,4,"[1.0, 2.3, 2.6, 2.7]",0,85,,,FALSE,TRUE,0,11,"[33.8, 41.1, 47.7, 54.2, 59.9, 68.4, 69.0, 79.3, 88.8, 111.3, 114.0]",0,76,FALSE,TRUE,7,20,4,Hub,Mid,Level 2,11,Medium,Good,FALSE,Very consistent,42
59,1678,Left,5,"[1.1, 1.4, 1.9, 2.7, 4.8]",0,99,,,FALSE,FALSE,0,14,"[16.8, 36.9, 46.6, 50.8, 56.7, 60.0, 64.5, 76.0, 85.2, 87.9, 90.3, 96.3, 96.5, 96.7]",0,85,FALSE,TRUE,10,4,24,Hub,Mid,Level 2,8,Medium,Excellent,FALSE,Slow aim but accurate,50
59,118,Right,2,"[1.6, 3.2]",0,83,,,FALSE,TRUE,0,15,"[12.2, 18.8, 35.1, 41.3, 44.1, 48.9, 68.3, 78.0, 78.7, 79.1, 85.4, 91.9, 103.9, 108.7, 117.0]",0,95,FALSE,FALSE,2,4,27,Hub,Mid,Level 3,11,Medium,Good,FALSE,Great shooting,42
59,604,Right,3,"[1.4, 1.6, 4.7]",0,96,,,FALSE,TRUE,0,15,"[20.9, 22.2, 30.7, 37.7, 38.4, 48.5, 49.4, 50.1, 66.3, 71.6, 73.9, 80.3, 98.4, 99.5, 100.3]",0,89,FALSE,FALSE,10,11,7,Hub,Trench,Level 2,11,Medium,Good,FALSE,Got defended heavily,43
59,33,Mid,6,"[1.1, 1.9, 1.9, 1.9, 2.6, 3.0]",0,92,,,FALSE,FALSE,0,18,"[16.2, 16.8, 25.6, 35.1, 48.8, 52.2, 53.8, 78.4, 92.4, 92.4, 93.9, 101.3, 102.0, 105.4, 107.1, 107.1, 113.5, 113.9]",0,82,FALSE,FALSE,6,16,29,Hub,Trench,Level 3,7,Fast,Excellent,FALSE,Smooth cycles,43
59,1678,Left,2,"[1.7, 4.8]",0,81,,,FALSE,TRUE,0,13,"[19.4, 28.3, 46.0, 57.9, 66.3, 69.3, 75.3, 78.7, 83.9, 92.6, 96.7, 110.8, 115.6]",0,80,TRUE,TRUE,7,4,2,Hub,Mid,None,0,Medium,Good,FALSE,Great shooting,45
59,148,Right,2,"[3.3, 3.6]",0,95,,,TRUE,TRUE,0,10,"[14.5, 28.8, 47.8, 48.8, 58.5, 81.0, 84.1, 99.0, 101.6, 108.1]",0,80,FALSE,TRUE,4,16,28,Hub,Mid,Level 2,9,Fast,Excellent,FALSE,Great defense evasion,44
60,1619,Left,6,"[1.1, 2.8, 2.9, 3.3, 3.6, 4.4]",0,91,,,TRUE,TRUE,0,8,"[26.0, 28.5, 31.7, 36.4, 40.0, 49.2, 51.9, 70.5]",0,80,TRUE,TRUE,8,5,28,Hub,Mid,None,0,Medium,Excellent,FALSE,Strong defense,49
60,971,Right,4,"[2.5, 3.5, 3.5, 4.5]",0,82,,,FALSE,TRUE,0,12,"[25.6, 25.7, 32.9, 38.4, 48.4, 51.2, 70.5, 74.0, 85.7, 99.5, 111.9, 118.6]",0,86,TRUE,TRUE,4,15,7,Hub,Trench,Level 2,10,Fast,Good,FALSE,Got defended heavily,37
60,2056,Left,4,"[1.1, 1.6, 2.5, 4.8]",0,88,,,TRUE,FALSE,0,16,"[12.3, 14.4, 21.0, 45.6, 50.9, 53.0, 60.6, 71.2, 77.8, 85.7, 87.0, 95.8, 97.8, 98.7, 101.5, 115.2]",0,78,FALSE,FALSE,5,7,17,Hub,Trench,Level 3,12,Fast,Good,FALSE,Fast climb,38
60,148,Right,6,"[1.6, 2.4, 3.0, 3.2, 4.3, 4.6]",0,97,,,TRUE,TRUE,0,8,"[14.4, 14.5, 20.8, 39.4, 73.8, 83.0, 88.9, 111.8]",0,92,FALSE,FALSE,9,11,19,Hub,Mid,Level 3,10,Fast,Good,FALSE,Excellent pathing,50
60,148,Right,6,"[2.8, 3.2, 3.7, 4.3, 4.6, 4.9]",0,89,,,TRUE,FALSE,0,16,"[24.3, 41.2, 44.5, 44.7, 51.0, 55.9, 71.7, 73.9, 78.1, 89.3, 93.1, 94.1, 100.7, 106.4, 112.7, 113.2]",0,86,FALSE,TRUE,8,2,11,Hub,Mid,None,0,Fast,Excellent,FALSE,Strong defense,41
60,1323,Mid,3,"[2.7, 3.3, 4.7]",0,100,,,FALSE,TRUE,0,12,"[11.8, 15.9, 16.6, 27.6, 30.1, 45.9, 57.8, 88.0, 88.1, 90.5, 105.9, 106.2]",0,79,TRUE,FALSE,8,16,0,Hub,Trench,Level 3,6,Medium,Excellent,FALSE,Great defense evasion,26
61,441,Mid,5,"[1.1, 2.5, 3.7, 3.8, 4.0]",0,90,,,FALSE,TRUE,0,18,"[22.2, 27.2, 45.0, 60.9, 62.6, 64.7, 67.8, 68.3, 72.1, 72.3, 72.7, 75.2, 80.0, 88.8, 97.0, 103.4, 108.0, 114.5]",0,85,TRUE,TRUE,0,4,30,Hub,Mid,Level 2,4,Fast,Good,FALSE,Excellent pathing,36
61,1690,Right,4,"[1.1, 1.8, 1.9, 2.6]",0,85,,,TRUE,FALSE,0,9,"[26.8, 36.2, 40.6, 45.4, 55.8, 59.1, 84.5, 92.5, 102.1]",0,74,FALSE,TRUE,8,1,0,Hub,Mid,None,0,Medium,Good,FALSE,Missed a few shots,29
61,971,Left,4,"[1.6, 1.7, 4.0, 4.9]",0,93,,,FALSE,FALSE,0,14,"[11.4, 13.2, 15.8, 21.3, 47.3, 49.6, 52.1, 54.1, 57.1, 58.3, 72.7, 81.6, 87.8, 97.6]",0,76,FALSE,TRUE,6,14,8,Hub,Mid,Level 3,8,Medium,Good,FALSE,Fast climb,49
